timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1594609381197,4115,http://192.168.99.100:5000/-1,200,OK,Search_Skill_Thread_Group 1-9,text,true,,4602,392,10,10,"https://fonts.googleapis.com/css?family=Montserrat:400,700",3939,0,3718
1594609381171,3948,http://192.168.99.100:5000/-2,200,OK,Search_Skill_Thread_Group 1-9,text,true,,3872,406,10,10,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic",3936,0,3736
1594609381067,6158,http://192.168.99.100:5000/-3,200,OK,Search_Skill_Thread_Group 1-9,text,true,,794071,797,10,10,http://192.168.99.100:5000/css/semantic.css,395,0,257
1594609381183,685,http://192.168.99.100:5000/-4,200,OK,Search_Skill_Thread_Group 1-9,text,true,,17723,379,10,10,http://192.168.99.100:5000/css/MarsTheme.css,275,0,137
1594609381067,976,http://192.168.99.100:5000/-5,200,OK,Search_Skill_Thread_Group 1-9,text,true,,412561,379,10,10,http://192.168.99.100:5000/css/scheduler.css,253,0,0
1594609381067,800,http://192.168.99.100:5000/-6,200,OK,Search_Skill_Thread_Group 1-9,text,true,,278520,380,10,10,http://192.168.99.100:5000/js/jquery-3.2.1.js,395,0,257
1594609381924,3434,http://192.168.99.100:5000/-7,200,OK,Search_Skill_Thread_Group 1-9,text,true,,769533,376,10,10,http://192.168.99.100:5000/js/semantic.js,442,0,201
1594609382279,412,http://192.168.99.100:5000/-8,200,OK,Search_Skill_Thread_Group 1-9,text,true,,3482,378,10,10,http://192.168.99.100:5000/util/Mars-lib.js,412,0,212
1594609382695,312,http://192.168.99.100:5000/-9,200,OK,Search_Skill_Thread_Group 1-9,text,true,,8601,404,10,10,http://192.168.99.100:5000/util/NotificationFx/js/modernizr.custom.js,312,0,113
1594609383012,1104,http://192.168.99.100:5000/-10,200,OK,Search_Skill_Thread_Group 1-9,text,true,,2141,395,10,10,http://192.168.99.100:5000/util/NotificationFx/js/classie.js,1104,0,246
1594609383924,1142,http://192.168.99.100:5000/-11,200,OK,Search_Skill_Thread_Group 1-9,text,true,,73407,400,10,10,http://192.168.99.100:5000/util/NotificationFx/js/snap.svg-min.js,368,0,242
1594609384120,720,http://192.168.99.100:5000/-12,200,OK,Search_Skill_Thread_Group 1-9,text,true,,4407,402,10,10,http://192.168.99.100:5000/util/NotificationFx/js/notificationFx.js,720,0,108
1594609384840,521,http://192.168.99.100:5000/-13,200,OK,Search_Skill_Thread_Group 1-9,text,true,,2037,399,10,10,http://192.168.99.100:5000/util/NotificationFx/css/normalize.css,521,0,156
1594609385066,305,http://192.168.99.100:5000/-14,200,OK,Search_Skill_Thread_Group 1-9,text,true,,1619,400,10,10,http://192.168.99.100:5000/util/NotificationFx/css/ns-default.css,305,0,0
